RowNumber,CustomerId,Surname,Gender,Age,Province,City,AreaType,EducationLevel,EmploymentType,PreferredLanguage,Bank,AccountType,Tenure,CreditScore,CreditRating,CreditBureau,NumOfProducts,ProductName,HasSavingsAccount,HasChequeAccount,HasCreditCard,HasPersonalLoan,HasHomeLoan,HasVehicleFinance,HasInvestmentAccount,HasPremiumBanking,HasCreditCard_Flag,Balance_ZAR,AnnualSalary_ZAR,MonthlySalary_ZAR,SalaryPaymentMethod,FinancialWellnessScore,IsActiveMember,UsesMobileBanking,UsesInternetBanking,MonthlyBranchVisits,MonthlyATMTransactions,CustomerServiceCalls_12M,Complaints_12M,PreferredCommChannel,Churned,Geography_Original
7332,15773869,Onwudiwe,Male,59,Northern Cape,Upington,Urban,Matric,Employed,Afrikaans,FNB,Cheque,4,797,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2651089.52,1919303.28,159941.94,Direct Deposit,6.7,1,1,0,1,12,1,0,WhatsApp,0,Spain
7333,15711635,Chu,Female,42,Mpumalanga,Witbank,Suburban,Diploma,Self-Employed,Sepedi,Nedbank,Savings,6,788,Very Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2842335.04,1327294.44,110607.87,Direct Deposit,6.3,0,0,1,0,16,4,0,SMS,0,Germany
7334,15795527,Zetticci,Male,43,Free State,Sasolburg,Urban,Matric,Unemployed,Afrikaans,Absa,Savings,2,699,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2798001.13,1697726.56,141477.21,Direct Deposit,6.2,0,1,0,3,3,4,3,SMS,0,Spain
7335,15759133,Vaguine,Male,18,Western Cape,Paarl,Urban,Diploma,Employed,isiZulu,Nedbank,Savings,6,616,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,559825.89,46652.16,Direct Deposit,3.3,1,0,0,2,4,0,1,App Notification,0,France
7336,15679394,Owen,Female,41,KwaZulu-Natal,Empangeni,Urban,No Matric,Employed,isiXhosa,Absa,Prestige,4,651,Fair,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,1,791652.6,2149974.4,179164.53,Direct Deposit,5.1,1,1,0,2,5,2,1,App Notification,0,France
7337,15801072,Hurst,Female,28,KwaZulu-Natal,Empangeni,Urban,Degree,Unemployed,English,Standard Bank,Savings,7,654,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3101985.58,258498.8,Direct Deposit,5.3,0,1,1,2,8,1,0,Email,0,France
7338,15646082,Harding,Female,34,Western Cape,Worcester,Urban,Matric,Employed,isiXhosa,Nedbank,Cheque,8,676,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,1699637.37,1882256.29,156854.69,Cash,5.5,0,1,0,0,8,1,1,Email,1,France
7339,15796111,Smith,Female,54,Limpopo,Musina,Suburban,Matric,Employed,English,Absa,Student,8,708,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2975603.7,2568878.98,214073.25,Direct Deposit,6.9,1,1,1,3,3,2,0,Phone Call,1,Germany
7340,15670646,Moore,Female,42,Northern Cape,Kimberley,Urban,Postgraduate,Student,Afrikaans,Nedbank,Cheque,0,499,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3017350.72,304813.27,25401.11,Direct Deposit,4.3,1,0,1,3,12,3,1,Email,1,Spain
7341,15578722,Bradley,Male,39,Gauteng,Pretoria,Suburban,Matric,Employed,isiZulu,Absa,Cheque,4,689,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,4020305.22,335025.44,Direct Deposit,6.2,0,1,1,4,9,2,0,WhatsApp,0,France
7342,15815095,Burfitt,Male,54,Northern Cape,De Aar,Urban,Diploma,Employed,isiZulu,Standard Bank,Savings,7,850,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,2217809.1,493914.7,41159.56,Direct Deposit,5.7,0,1,1,0,9,1,0,App Notification,1,Spain
7343,15730360,Mackenzie,Male,30,KwaZulu-Natal,Durban,Urban,Diploma,Self-Employed,Afrikaans,Absa,Cheque,4,502,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1358409.34,113200.78,Cash,3.4,1,1,1,0,9,1,1,WhatsApp,0,France
7344,15763194,Milanesi,Male,34,KwaZulu-Natal,Richards Bay,Suburban,No Matric,Unemployed,Setswana,FNB,Cheque,7,643,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,0.0,2056234.66,171352.89,Direct Deposit,4.5,1,1,1,3,8,1,1,Email,0,France
7345,15720725,Shubin,Male,28,Gauteng,Midrand,Urban,Matric,Employed,Sesotho,FNB,Savings,2,762,Very Good,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,0,0,1,0.0,3442145.16,286845.43,Direct Deposit,6.1,0,1,1,7,9,0,0,WhatsApp,0,France
7346,15567834,Nieves,Male,49,KwaZulu-Natal,Durban,Suburban,No Matric,Self-Employed,isiXhosa,FNB,Student,5,719,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,2171321.05,333055.1,27754.59,Direct Deposit,4.9,1,1,1,1,9,2,3,SMS,0,France
7347,15720644,Martin,Male,27,KwaZulu-Natal,Newcastle,Urban,Diploma,Employed,Afrikaans,Capitec,Savings,6,789,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,2123874.82,176989.57,Direct Deposit,5.3,0,1,1,1,5,2,0,WhatsApp,0,France
7348,15811742,Jen,Male,42,Northern Cape,Kimberley,Suburban,Matric,Employed,isiZulu,Nedbank,Savings,7,553,Poor,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,1,0,1,0.0,157444.72,13120.39,Direct Deposit,2.7,0,1,1,4,3,2,0,Phone Call,0,Spain
7349,15813363,Woods,Male,25,North West,Brits,Urban,Degree,Employed,isiZulu,Nedbank,Pensioner,2,448,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1951922.46,162660.2,Direct Deposit,3.5,0,1,1,2,7,4,0,Email,0,Spain
7350,15717629,Docherty,Male,42,Eastern Cape,Uitenhage,Urban,Matric,Employed,Xitsonga,FNB,Cheque,6,632,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,1229431.33,3037545.27,253128.77,Direct Deposit,5.9,1,1,1,3,6,4,1,Email,0,Germany
7351,15713160,Lin,Male,25,Free State,Bloemfontein,Urban,No Matric,Employed,English,Absa,Cheque,7,669,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,0,0,1,3223186.5,2549849.45,212487.45,Direct Deposit,6.9,0,1,1,0,11,0,1,SMS,0,Spain
7352,15568878,Cheng,Male,34,Free State,Bethlehem,Suburban,Diploma,Employed,Afrikaans,Standard Bank,Cheque,5,654,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,0.0,3265884.93,272157.08,Direct Deposit,5.5,0,1,1,1,8,3,2,SMS,0,Spain
7353,15809800,Korovina,Female,38,Western Cape,Paarl,Urban,Matric,Unemployed,English,Nedbank,Student,4,726,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,0.0,139143.34,11595.28,Direct Deposit,3.5,0,1,0,1,3,0,0,WhatsApp,0,France
7354,15736420,Macdonald,Male,21,Gauteng,Centurion,Suburban,Degree,Employed,isiZulu,Nedbank,Cheque,4,596,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,4313878.14,4044604.28,337050.36,Direct Deposit,8.3,1,1,0,0,6,1,1,App Notification,1,France
7355,15757933,Hardy,Female,30,Eastern Cape,Mthatha,Urban,Diploma,Employed,English,Absa,Prestige,1,733,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2100280.56,441917.48,36826.46,Direct Deposit,5.0,0,1,1,1,6,2,0,App Notification,0,Germany
7356,15623072,Shaw,Female,35,North West,Rustenburg,Urban,Degree,Employed,Sesotho,Nedbank,Cheque,5,529,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1158619.0,96551.58,Direct Deposit,3.3,0,0,1,3,11,2,1,SMS,0,Spain
7357,15683993,Knight,Female,37,Western Cape,Stellenbosch,Urban,Matric,Self-Employed,Afrikaans,Capitec,Student,8,493,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2931242.93,3256240.3,271353.36,Cash,6.4,0,1,1,1,11,3,1,Email,0,France
7358,15570947,Bruny,Female,29,North West,Mahikeng,Suburban,No Matric,Self-Employed,isiZulu,Capitec,Savings,7,615,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2938276.48,2591118.2,215926.52,Direct Deposit,6.5,1,1,1,0,10,2,2,Phone Call,0,Spain
7359,15797767,Ikedinachukwu,Female,49,Gauteng,Johannesburg,Urban,Matric,Self-Employed,isiZulu,FNB,Prestige,6,600,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,0.0,3035801.54,252983.46,Direct Deposit,5.0,1,1,0,3,13,0,0,SMS,1,France
7360,15731989,Moran,Male,36,Western Cape,Stellenbosch,Suburban,Diploma,Employed,Afrikaans,Nedbank,Savings,4,666,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2463390.7,690880.75,57573.4,Direct Deposit,5.1,0,0,1,0,7,1,0,Phone Call,0,France
7361,15591035,Macleod,Male,54,Northern Cape,Springbok,Urban,Matric,Employed,Sesotho,Standard Bank,Savings,6,644,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,0.0,1734758.58,144563.22,Direct Deposit,4.3,1,1,1,2,12,2,0,WhatsApp,0,Spain
7362,15586479,Yin,Female,36,Gauteng,Pretoria,Urban,Diploma,Unemployed,isiZulu,Standard Bank,Student,4,692,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,3804408.24,317034.02,Cash,6.0,0,1,0,1,8,0,2,WhatsApp,1,France
7363,15605872,Felix,Male,73,Western Cape,Stellenbosch,Urban,Diploma,Self-Employed,isiZulu,FNB,Cheque,6,707,Good,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,1364749.98,1286760.4,107230.03,Cash,5.1,1,1,1,3,10,5,0,SMS,0,France
7364,15666012,Rippey,Male,40,Gauteng,Sandton,Rural,Matric,Employed,Tshivenda,FNB,Savings,4,603,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,2108085.93,795996.76,66333.06,Cash,4.6,1,1,0,1,5,2,1,SMS,0,France
7365,15641733,Mishina,Female,34,Gauteng,Sandton,Urban,Degree,Employed,isiXhosa,Nedbank,Savings,5,671,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3377529.98,2270352.04,189196.0,Direct Deposit,6.8,0,1,0,3,8,2,1,SMS,0,France
7366,15593178,Graham,Female,36,North West,Mahikeng,Urban,No Matric,Pensioner,Sepedi,Nedbank,Cheque,10,568,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3149017.5,1108717.9,92393.16,Direct Deposit,5.3,1,1,1,1,5,2,1,Email,1,Spain
7367,15649183,Johnston,Female,35,North West,Brits,Suburban,Postgraduate,Employed,Sesotho,Capitec,Savings,8,598,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,0,0,0,0.0,1817503.96,151458.66,Direct Deposit,4.1,1,0,0,3,9,4,0,Email,0,Spain
7368,15736399,Korovin,Male,42,Free State,Welkom,Urban,Degree,Pensioner,Tshivenda,Nedbank,Prestige,10,606,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3647739.66,303978.3,Direct Deposit,5.5,0,1,1,1,4,0,2,Phone Call,0,Spain
7369,15751137,Lei,Female,36,Limpopo,Mokopane,Urban,Diploma,Employed,English,Absa,Savings,3,850,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3465029.51,3571818.73,297651.56,Direct Deposit,8.6,0,1,1,4,12,0,0,Email,0,Germany
7370,15757188,Chimaijem,Female,26,Free State,Bloemfontein,Urban,Diploma,Employed,isiZulu,Nedbank,Cheque,4,644,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3145842.26,1695285.22,141273.77,Direct Deposit,6.1,1,1,0,2,8,2,0,Email,0,Spain
7371,15726167,Scott,Male,37,Gauteng,Midrand,Urban,Degree,Employed,English,FNB,Prestige,4,655,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,1,0.0,2919527.38,243293.95,Direct Deposit,5.2,1,1,1,0,8,3,0,SMS,0,France
7372,15624850,Grant,Male,30,KwaZulu-Natal,Durban,Urban,Matric,Employed,Afrikaans,FNB,Cheque,10,850,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,0,0,1,3156444.24,1287626.12,107302.18,Direct Deposit,6.8,0,0,0,3,5,4,0,WhatsApp,0,France
7373,15717700,McIntyre,Male,34,North West,Potchefstroom,Rural,Matric,Self-Employed,English,Capitec,Cheque,9,683,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,2349495.78,519455.44,43287.95,Direct Deposit,5.0,1,1,1,3,10,1,1,App Notification,0,Spain
7374,15716347,Griffin,Male,37,Eastern Cape,Port Elizabeth,Suburban,Matric,Unemployed,isiXhosa,FNB,Student,7,663,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,2944329.51,3617984.52,301498.71,Cheque,7.5,1,1,1,1,14,1,1,Email,0,Germany
7375,15696287,Converse,Female,38,Eastern Cape,Uitenhage,Suburban,Degree,Employed,isiXhosa,Capitec,Cheque,1,682,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2388665.74,1021586.75,85132.23,Direct Deposit,5.4,1,0,1,1,10,1,2,WhatsApp,1,Germany
7376,15638871,Ch'ang,Male,77,Western Cape,Worcester,Urban,No Matric,Employed,English,Capitec,Savings,6,639,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,1658983.41,1144499.62,95374.97,Direct Deposit,4.8,1,1,0,2,10,2,1,SMS,0,France
7377,15765093,Coates,Male,23,Gauteng,Johannesburg,Urban,Matric,Employed,English,FNB,Cheque,6,704,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3415192.99,3194375.6,266197.97,Direct Deposit,7.6,1,0,0,1,7,2,1,SMS,0,France
7378,15592999,Reid,Female,40,Gauteng,Midrand,Urban,Postgraduate,Pensioner,English,Standard Bank,Savings,0,691,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2367052.59,1242763.51,103563.63,Direct Deposit,5.5,1,1,0,1,7,2,1,WhatsApp,0,France
7379,15641715,Ts'ui,Male,34,Gauteng,Sandton,Rural,Diploma,Employed,Afrikaans,Standard Bank,Savings,8,599,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,0.0,3571031.94,297586.0,Cash,5.4,1,1,1,1,7,1,1,Email,0,France
7380,15607746,Belstead,Female,36,Gauteng,Midrand,Urban,Matric,Employed,Sesotho,Standard Bank,Savings,1,573,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,1166560.29,97213.36,Direct Deposit,3.6,1,1,0,4,8,1,0,Email,0,France
7381,15625311,Dickinson,Female,41,Mpumalanga,Witbank,Suburban,Postgraduate,Employed,Xitsonga,Absa,Savings,7,589,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,1898681.71,2074166.42,172847.2,Direct Deposit,5.4,1,1,1,0,10,2,0,Phone Call,0,Germany
7382,15573077,Nwora,Female,25,Eastern Cape,Grahamstown,Suburban,Diploma,Self-Employed,Sesotho,Standard Bank,Cheque,8,620,Fair,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2907430.54,1514087.77,126173.98,Direct Deposit,5.7,1,1,1,2,7,3,1,Phone Call,1,Germany
7383,15735106,Bishop,Male,28,North West,Potchefstroom,Urban,Matric,Pensioner,English,Absa,Savings,6,647,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3066677.41,2097666.4,174805.53,Direct Deposit,6.4,0,1,0,2,2,2,0,Phone Call,0,Spain
7384,15672912,Loggia,Female,39,North West,Mahikeng,Urban,Diploma,Employed,isiZulu,Standard Bank,Savings,7,737,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2666059.03,1134805.99,94567.17,Direct Deposit,5.9,0,1,1,5,7,1,1,Email,1,Spain
7385,15589881,Rowe,Female,41,Western Cape,Paarl,Suburban,Matric,Employed,isiZulu,Nedbank,Savings,7,634,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,2691341.06,224278.42,Cheque,5.0,1,1,1,2,9,1,0,WhatsApp,0,France
7386,15660144,Balashov,Male,38,Western Cape,Paarl,Urban,Matric,Employed,Tshivenda,Nedbank,Cheque,4,660,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1805648.82,150470.74,Direct Deposit,4.4,0,0,1,1,9,3,0,Email,0,France
7387,15664083,Ulyanova,Female,37,Limpopo,Thohoyandou,Suburban,Matric,Employed,Afrikaans,Capitec,Savings,2,666,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,0,3248609.58,1911953.2,159329.43,Cash,6.4,1,1,1,1,9,3,2,SMS,0,Germany
7388,15690898,Bogolyubova,Male,44,KwaZulu-Natal,Newcastle,Urban,Postgraduate,Employed,siSwati,Standard Bank,Prestige,8,696,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,3318740.7,1549030.64,129085.89,Direct Deposit,6.3,0,1,0,4,8,4,2,SMS,0,France
7389,15808023,Remington,Female,29,Western Cape,Cape Town,Urban,Matric,Employed,Sesotho,Absa,Cheque,9,836,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2740476.49,3151828.47,262652.37,Cash,7.8,1,1,1,0,6,3,1,WhatsApp,0,France
7390,15676909,Mishin,Female,34,North West,Mahikeng,Suburban,No Matric,Pensioner,English,FNB,Cheque,5,667,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3358528.12,279877.34,Direct Deposit,5.6,0,1,1,2,2,1,0,SMS,0,Spain
7391,15764922,Tu,Male,20,Northern Cape,Kuruman,Urban,Postgraduate,Unemployed,English,Nedbank,Prestige,3,596,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3839536.43,2120857.64,176738.14,Cheque,6.6,0,0,0,2,10,0,0,SMS,0,Spain
7392,15766734,Castiglione,Male,31,Western Cape,George,Urban,Matric,Unemployed,Tshivenda,Absa,Savings,5,430,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,1960930.78,163410.9,Direct Deposit,3.5,0,0,1,2,8,5,0,SMS,0,France
7393,15795079,Nnaife,Male,67,North West,Brits,Urban,Diploma,Unemployed,isiZulu,Standard Bank,Prestige,6,596,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,0.0,2836190.17,236349.18,Direct Deposit,4.9,1,1,1,2,10,3,0,WhatsApp,0,Spain
7394,15757434,Yang,Male,28,Gauteng,Centurion,Urban,No Matric,Employed,isiZulu,Capitec,Prestige,7,599,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,2453977.51,639403.61,53283.63,Direct Deposit,4.7,0,0,1,0,12,0,0,SMS,0,France
7395,15673747,Ayers,Female,22,Gauteng,Pretoria,Urban,Matric,Employed,Sepedi,FNB,Pensioner,8,519,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,0.0,3434837.73,286236.48,Direct Deposit,5.0,1,0,1,0,10,2,0,Phone Call,0,France
7396,15808386,Cocci,Female,45,Limpopo,Thohoyandou,Rural,No Matric,Unemployed,isiZulu,Capitec,Cheque,7,721,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,1,0,0,2839725.6,1221891.22,101824.27,Direct Deposit,5.9,0,0,1,1,7,0,1,SMS,1,Germany
7397,15603565,Mackenzie,Female,56,Free State,Sasolburg,Suburban,Degree,Self-Employed,Xitsonga,Standard Bank,Cheque,5,603,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,1860964.58,3325585.24,277132.1,Direct Deposit,6.4,0,1,0,0,3,0,0,WhatsApp,1,Spain
7398,15744044,Fiorentini,Male,47,Limpopo,Mokopane,Urban,Diploma,Self-Employed,isiZulu,Absa,Savings,4,572,Poor,TransUnion,1,Savings Account,1,0,0,0,1,0,0,0,1,2036745.11,4029271.92,335772.66,Direct Deposit,6.8,0,1,0,1,11,3,0,WhatsApp,1,Germany
7399,15577771,Akabueze,Female,40,Limpopo,Tzaneen,Suburban,Postgraduate,Unemployed,English,FNB,Prestige,1,453,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2286252.04,2467663.72,205638.64,Direct Deposit,5.3,1,0,1,2,7,0,0,SMS,1,Germany
7400,15769548,Hyde,Female,37,Western Cape,Paarl,Urban,Matric,Pensioner,isiXhosa,Capitec,Cheque,7,668,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2637236.24,1889067.62,157422.3,Cash,6.1,0,1,0,3,10,2,1,Email,0,France
7401,15802071,Levi,Male,35,Limpopo,Tzaneen,Suburban,Matric,Self-Employed,Sesotho,Nedbank,Savings,1,762,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2407899.46,3656410.34,304700.86,Direct Deposit,7.7,1,1,0,1,10,3,1,Email,1,Germany
7402,15677395,Nwabugwu,Female,39,Gauteng,Johannesburg,Suburban,No Matric,Employed,English,Absa,Cheque,9,633,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,0,2648377.57,3505476.01,292123.0,Direct Deposit,7.1,0,1,0,2,7,2,0,SMS,0,France
7403,15632010,Chia,Male,33,North West,Rustenburg,Urban,Diploma,Employed,English,Capitec,Prestige,7,647,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2485833.9,1582937.84,131911.49,Direct Deposit,5.7,0,1,1,1,12,1,0,WhatsApp,0,Spain
7404,15779492,Trevisano,Male,56,North West,Mahikeng,Urban,Diploma,Employed,English,Standard Bank,Savings,6,796,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1931738.16,2483874.3,206989.52,Direct Deposit,6.7,0,1,0,1,9,3,0,WhatsApp,1,Spain
7405,15694677,Bennetts,Male,39,Gauteng,Johannesburg,Urban,No Matric,Unemployed,isiZulu,Absa,Savings,1,733,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2907746.86,242312.24,Direct Deposit,5.6,1,0,0,1,9,3,0,Email,0,France
7406,15704315,Teng,Male,34,Western Cape,Cape Town,Urban,Matric,Employed,Setswana,Capitec,Savings,8,556,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3357019.73,2132001.23,177666.77,Direct Deposit,6.1,1,0,1,2,5,3,1,WhatsApp,0,France
7407,15742009,Hsueh,Male,58,Northern Cape,Springbok,Urban,Matric,Employed,Sesotho,FNB,Savings,4,489,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3924096.06,327008.0,Cash,5.2,1,0,1,1,9,1,1,Phone Call,0,Spain
7408,15766663,Mahmood,Male,22,Western Cape,Stellenbosch,Urban,Matric,Student,English,Capitec,Cheque,4,639,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,0,0,1,0.0,577873.68,48156.14,Direct Deposit,3.4,0,1,0,2,7,1,0,WhatsApp,0,France
7409,15742297,Sinclair,Male,35,Gauteng,Midrand,Urban,Degree,Employed,Afrikaans,Absa,Cheque,2,715,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2890612.14,1238362.56,103196.88,Direct Deposit,6.0,1,1,1,1,7,3,1,App Notification,0,France
7410,15688059,Chin,Female,42,Eastern Cape,Grahamstown,Urban,Diploma,Employed,isiZulu,Standard Bank,Prestige,9,807,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2159799.84,2675032.08,222919.34,Direct Deposit,7.0,1,1,0,2,9,4,1,Phone Call,0,Germany
7411,15752344,She,Male,34,Free State,Sasolburg,Suburban,Diploma,Employed,English,Capitec,Cheque,5,714,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,0.0,3957326.56,329777.21,Direct Deposit,6.3,0,1,1,2,12,0,1,SMS,0,Spain
7412,15698749,He,Female,23,Limpopo,Tzaneen,Urban,Postgraduate,Pensioner,Sesotho,Standard Bank,Savings,6,626,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1760907.98,2249727.4,187477.28,Cash,5.6,0,1,0,1,7,2,0,SMS,0,Germany
7413,15631693,Hill,Male,36,Gauteng,Pretoria,Rural,No Matric,Unemployed,isiZulu,Capitec,Cheque,7,697,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1532586.56,127715.55,Direct Deposit,4.4,1,0,0,3,4,0,1,Phone Call,0,France
7414,15604536,Vachon,Female,31,Eastern Cape,Port Elizabeth,Rural,Postgraduate,Self-Employed,English,Nedbank,Pensioner,4,850,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,0,3375789.53,1269690.05,105807.5,Direct Deposit,6.9,1,1,1,2,15,2,1,Email,0,Germany
7415,15802869,Ball,Female,45,Mpumalanga,Nelspruit,Suburban,Diploma,Employed,isiZulu,Standard Bank,Cheque,2,737,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,2032978.24,1612344.48,134362.04,Direct Deposit,5.8,1,0,1,1,6,1,0,Phone Call,0,Germany
7416,15635598,Hsieh,Male,29,Gauteng,Sandton,Urban,Postgraduate,Student,Afrikaans,Standard Bank,Cheque,6,812,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,3444483.8,287040.32,Cash,6.3,0,0,1,0,10,3,0,WhatsApp,0,France
7417,15592326,Baker,Male,36,Western Cape,Worcester,Urban,Diploma,Employed,Setswana,FNB,Savings,8,583,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,1,0,0,0,0.0,114217.6,9518.13,Direct Deposit,2.8,1,1,1,2,8,2,0,App Notification,0,France
7418,15736533,Monaldo,Female,37,Eastern Cape,East London,Urban,Diploma,Employed,isiXhosa,Capitec,Prestige,5,730,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2543087.11,2431129.24,202594.1,Direct Deposit,6.7,0,1,0,1,9,5,0,Phone Call,0,Germany
7419,15647191,Lucchesi,Male,36,Gauteng,Sandton,Rural,Diploma,Employed,Sesotho,Standard Bank,Prestige,4,677,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,160398.36,13366.53,Direct Deposit,3.3,0,1,1,0,7,2,0,WhatsApp,0,France
7420,15622507,Hamilton,Female,40,Eastern Cape,Mthatha,Rural,Diploma,Employed,Afrikaans,Absa,Savings,3,748,Very Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,2121731.34,782140.4,65178.37,Direct Deposit,5.3,0,1,0,4,8,2,0,SMS,0,Germany
